FileCode,SumASRSuccess,ContextSumASRSuccess,PercentASRSuccess,SumTimeOutPrompts,ContextSumTimeOutPrompts,PercentTimeOutPrompts,SumASRRejections,ContextSumASRRejections,PercentASRRejections,SumTimeOuts_ASRRej,ContextSumTimeOuts_ASRRej,PercentTimeOuts_ASRRej,Barged-In?,SumBarge-Ins,ContextSumBarge-Ins,PercentBarge-Ins,ASRConfidence,MeanASRConfidence,ContextMeanASRConfidence,UTD,UnExMo?,SumUnExMo,ContextSumUnExMo,PercentUnExMo,WPUT,WPST,HelpRequest?,SumHelpRequests,ContextSumHelpRequest,PercentHelpRequest,DD,RoleIndex,RePrompt?,SumRePrompts,ContextSumRePrompts,PercentRePrompts,SumExchanges,SumSystemTurns,SumUserTurns,SumSystemQuestions,ContextSumSystemQuestions,IQ1,IQ2,IQ3,IQAverage,ExMo_both,ExMo_none,ExMo_speech,ActivityType_Announcement,ActivityType_Confirmation,ActivityType_Question,ActivityType_wait,RoleName_collection,RoleName_confimation,LoopName_Retry1,LoopName_Retry2,LoopName_Retry3,LoopName_Retry4,LoopName_Retry5,LoopName_Retry6,LoopName_Retry7,LoopName_Retry8,LoopName_Timeout1,LoopName_Timeout2,LoopName_initial
2061123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0.0,0,0,0,0.0,1.0,0.0,0,0,,5,5,5,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0.0,0,0,0,1.0,2.0,0.0,0,0,,5,5,5,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061123000,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.02141,0.00713666666666667,0.02141,10.4668,0,0,0,0,21,6,0,0,0,0,0,1,0.0,0,0,0,2.0,3.0,1.0,1,1,,5,5,5,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061123000,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.41232,0.1084325,0.216865,1.25075,0,0,0,0,2,7,0,0,0,0,22,1,0.0,0,0,0,3.0,4.0,2.0,1,1,,4,5,4,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061123000,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0.333333333333333,0.93794,0.274334,0.457223333333333,0.97875,0,0,0,0,2,7,0,0,0,0,28,2,1.0,1,1,0.333333333333333,4.0,5.0,3.0,1,1,,4,5,4,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2061123000,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,0.0,0.228611666666667,0.457223333333333,0,0,0,0,0,0,1,0,0,0,0,32,1,0.0,1,1,0.333333333333333,5.0,6.0,3.0,1,0,,4,5,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061123000,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.47653,0.264028571428571,0.60893,2.77075,0,0,0,0,6,6,0,0,0,0,33,1,0.0,1,1,0.25,6.0,7.0,4.0,2,1,,4,5,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061123000,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.93568,0.347985,0.783383333333333,1.26675,0,0,0,0,2,8,0,0,0,0,39,1,0.0,1,0,0.2,7.0,8.0,5.0,2,1,,5,5,5,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061123000,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.0,0.30932,0.783383333333333,0,0,0,0,0,0,1,0,0,0,0,44,1,0.0,1,0,0.2,8.0,9.0,5.0,2,1,,5,5,5,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061123000,6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0.166666666666667,0.93395,0.371783,0.782053333333333,1.41075,0,0,0,0,2,5,0,0,0,0,45,1,0.0,1,0,0.166666666666667,9.0,10.0,6.0,3,1,,5,4,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061123000,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0.142857142857143,0.61341,0.393749090909091,0.82768,4.06675,0,0,0,0,8,7,0,0,0,0,50,1,0.0,1,0,0.142857142857143,10.0,11.0,7.0,4,2,,5,4,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061123000,8,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0.9404,0.439303333333333,0.829253333333333,1.02675,0,0,0,0,2,8,0,0,0,0,54,1,0.0,1,0,0.125,11.0,12.0,8.0,4,2,,5,5,5,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061123000,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0.0,0.405510769230769,0.829253333333333,0,0,0,0,0,0,1,0,0,0,0,60,1,0.0,1,0,0.125,12.0,13.0,8.0,4,1,,5,5,5,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061123000,8,1,0.888888888888889,1,1,0.111111111111111,0,0,0,1,1,0.111111111111111,0,1,0,0.111111111111111,0.0,0.376545714285714,0.517936666666667,0,0,0,0,0,0,8,0,0,0,0,60,1,0.0,1,0,0.111111111111111,13.0,14.0,8.0,4,0,,5,5,5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
2061123000,8,0,0.888888888888889,1,1,0.111111111111111,0,0,0,1,1,0.111111111111111,0,1,0,0.111111111111111,0.0,0.351442666666667,0.517936666666667,0,0,0,0,0,0,17,0,0,0,0,61,1,0.0,1,0,0.111111111111111,14.0,15.0,8.0,4,0,,3,5,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061123000,9,1,0.9,1,1,0.1,0,0,0,1,1,0.1,0,1,0,0.1,0.90446,0.38600625,0.614953333333333,2.17875,0,0,0,0,2,21,0,0,0,0,61,1,0.0,1,0,0.1,15.0,16.0,9.0,5,1,,2,4,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061123000,10,2,0.909090909090909,1,0,0.0909090909090909,0,0,0,1,0,0.0909090909090909,0,1,0,0.0909090909090909,0.7719,0.408705882352941,0.558786666666667,1.53875,0,0,0,0,3,9,0,0,0,0,82,2,1.0,2,1,0.181818181818182,16.0,17.0,10.0,6,2,,1,3,1,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2061123000,10,2,0.833333333333333,1,0,0.0833333333333333,1,1,0.0833333333333333,2,1,0.166666666666667,0,1,0,0.0833333333333333,0.0,0.386,0.558786666666667,1.34675,0,0,0,0,4,21,0,0,0,0,90,3,1.0,3,2,0.25,17.0,18.0,11.0,7,3,,1,2,1,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
2061123000,10,1,0.769230769230769,1,0,0.0769230769230769,2,2,0.153846153846154,3,2,0.230769230769231,0,1,0,0.0769230769230769,0.0,0.365684210526316,0.2573,1.34675,0,0,0,0,3,9,0,0,0,0,103,4,1.0,4,3,0.307692307692308,18.0,19.0,12.0,8,3,,1,1,1,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2061123000,10,0,0.714285714285714,1,0,0.0714285714285714,3,3,0.214285714285714,4,3,0.285714285714286,1,2,1,0.142857142857143,0.0,0.3474,0,3.33075,0,0,0,0,2,21,0,0,0,0,110,5,1.0,5,3,0.357142857142857,19.0,20.0,13.0,9,3,,1,1,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2061123000,10,0,0.666666666666667,1,0,0.0666666666666667,4,3,0.266666666666667,5,3,0.333333333333333,0,2,1,0.133333333333333,0.0,0.330857142857143,0,2.00275,0,0,0,0,6,9,0,0,0,0,113,6,1.0,6,3,0.4,20.0,21.0,14.0,10,3,,1,1,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2061123000,11,1,0.6875,1,0,0.0625,4,2,0.25,5,2,0.3125,0,2,1,0.125,0.52356,0.339616363636364,0.17452,0.77075,0,0,0,0,2,21,0,0,0,0,120,7,1.0,7,3,0.4375,21.0,22.0,15.0,11,3,,1,1,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2061123000,11,1,0.647058823529412,2,1,0.117647058823529,4,1,0.235294117647059,6,2,0.352941176470588,0,2,0,0.117647058823529,0.0,0.324850434782609,0.17452,0,0,0,0,0,0,12,0,0,0,0,129,1,0.0,7,2,0.411764705882353,22.0,23.0,15.0,11,2,,1,1,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0.0,0,0,0,0.0,1.0,0.0,0,0,,5,5,5,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0.0,0,0,0,1.0,2.0,0.0,0,0,,5,5,5,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122023,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.48114,0.16038,0.48114,1.60275,0,0,0,0,2,6,0,0,0,0,0,1,0.0,0,0,0,2.0,3.0,1.0,1,1,5,5,5,5,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122023,1,1,0.5,0,0,0,1,1,0.5,1,1,0.5,1,2,2,1,0.0,0.120285,0.24057,1.71475,0,0,0,0,4,8,0,0,0,0,15,1,0.0,0,0,0,3.0,4.0,2.0,1,1,4,5,5,5,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122023,2,2,0.666666666666667,0,0,0,1,1,0.333333333333333,1,1,0.333333333333333,0,2,2,0.666666666666667,1.0,0.296228,0.493713333333333,0.91475,0,0,0,0,3,19,0,0,0,0,17,2,1.0,1,1,0.333333333333333,4.0,5.0,3.0,1,1,4,4,5,4,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2061122023,2,1,0.666666666666667,0,0,0,1,1,0.333333333333333,1,1,0.333333333333333,0,2,1,0.666666666666667,0.0,0.246856666666667,0.493713333333333,0,0,0,0,0,0,1,0,0,0,0,25,1,0.0,1,1,0.333333333333333,5.0,6.0,3.0,1,0,5,4,5,5,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122023,3,2,0.75,0,0,0,1,0,0.25,1,0,0.25,0,2,0,0.5,0.66123,0.306052857142857,0.553743333333333,1.93875,0,0,0,0,6,5,0,0,0,0,25,1,0.0,1,1,0.25,6.0,7.0,4.0,2,1,5,4,5,5,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2061122023,4,2,0.8,0,0,0,1,0,0.2,1,0,0.2,0,2,0,0.4,0.92217,0.3830675,0.861133333333333,0.57875,0,0,0,0,2,8,0,0,0,0,32,1,0.0,1,0,0.2,7.0,8.0,5.0,2,1,5,4,5,5,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122023,4,2,0.8,0,0,0,1,0,0.2,1,0,0.2,0,2,0,0.4,0.0,0.340504444444444,0.861133333333333,0,0,0,0,0,0,1,0,0,0,0,37,1,0.0,1,0,0.2,8.0,9.0,5.0,2,1,5,4,5,5,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2061122023,5,2,0.833333333333333,0,0,0,1,0,0.166666666666667,1,0,0.166666666666667,0,2,0,0.333333333333333,0.8169,0.388144,0.8001,1.34675,0,0,0,0,3,6,0,0,0,0,37,1,0.0,1,0,0.166666666666667,9.0,10.0,6.0,3,1,5,4,4,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
